Table_Name	    Section_Description
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor TRC Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Time and Labor Task Subrecord
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RPTD_TIME	Reported Time
TL_RULE_ELEMNT1	Rule Element 1
TL_RULE_ELEMNT1	Rule Element 1
TL_RULE_ELEMNT1	Rule Element 1
TL_RULE_ELEMNT1	Rule Element 1
TL_RULE_ELEMNT1	Rule Element 1
TL_RULE_ELEMNT2	Rule Element 2
TL_RULE_ELEMNT2	Rule Element 2
TL_RULE_ELEMNT2	Rule Element 2
TL_RULE_ELEMNT2	Rule Element 2
TL_RULE_ELEMNT2	Rule Element 2
TL_RULE_ELEMNT3	Rule Element 3
TL_RULE_ELEMNT3	Rule Element 3
TL_RULE_ELEMNT3	Rule Element 3
TL_RULE_ELEMNT3	Rule Element 3
TL_RULE_ELEMNT3	Rule Element 3
TL_RULE_ELEMNT4	Rule Element 4
TL_RULE_ELEMNT4	Rule Element 4
TL_RULE_ELEMNT4	Rule Element 4
TL_RULE_ELEMNT4	Rule Element 4
TL_RULE_ELEMNT4	Rule Element 4
TL_RULE_ELEMNT5	Rule Element 5
TL_RULE_ELEMNT5	Rule Element 5
TL_RULE_ELEMNT5	Rule Element 5
TL_RULE_ELEMNT5	Rule Element 5
TL_RULE_ELEMNT5	Rule Element 5
TL_TASK	T & L Task Table
TL_TASK	T & L Task Table
TL_TASK	T & L Task Table
TL_TASK	T & L Task Table
TL_TASK	T & L Task Table
TL_TASKGRP_PRFL	Taskgroup Profile Table
TL_TASKGRP_PRFL	Taskgroup Profile Table
TL_TASKGRP_PRFL	Taskgroup Profile Table
TL_TASKGRP_PRFL	Taskgroup Profile Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TASKGRP_TBL	Time & Labor Taskgroup Table
TL_TCDGRP_VW	Tcd Group View
TL_TCDGRP_VW	Tcd Group View
TL_TCDGRP_VW	Tcd Group View
TL_TCDGRP_VW	Tcd Group View
TL_TRC_CAT_TBL	T & L  TRC Category Table
TL_TRC_CAT_TBL	T & L  TRC Category Table
TL_TRC_CAT_TBL	T & L  TRC Category Table
TL_TRC_CAT_TBL	T & L  TRC Category Table
TL_TRC_CAT_TBL	T & L  TRC Category Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TRC_TBL	TRC Table
TL_TR_PRDS_VW	Time Periods of Day/Week/Month
TL_TR_PRDS_VW	Time Periods of Day/Week/Month
TL_TR_PRDS_VW	Time Periods of Day/Week/Month
TL_TR_PRDS_VW	Time Periods of Day/Week/Month
TL_TSKGRP_DVW	TASK GROUP
TL_TSKGRP_DVW	TASK GROUP
TL_TSKGRP_DVW	TASK GROUP
TL_TSKGRP_PRF_V	TaskProfile View for TR Data
TL_TSKGRP_PRF_V	TaskProfile View for TR Data
TL_TSKGRP_PRF_V	TaskProfile View for TR Data
TL_TSKGRP_PRF_V	TaskProfile View for TR Data
TL_TSKGRP_PRF_V	TaskProfile View for TR Data
TL_USER_FIELD_2	User Field Table 2
TL_USER_FIELD_2	User Field Table 2
TL_USER_FIELD_2	User Field Table 2
TL_USER_FIELD_2	User Field Table 2
TL_USER_FIELD_2	User Field Table 2
TL_USER_FIELD_3	User Field Table 3
TL_USER_FIELD_3	User Field Table 3
TL_USER_FIELD_3	User Field Table 3
TL_USER_FIELD_3	User Field Table 3
TL_USER_FIELD_3	User Field Table 3
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_4	User Field Table 4
TL_USER_FIELD_5	User Field Table 5
TL_USER_FIELD_5	User Field Table 5
TL_USER_FIELD_5	User Field Table 5
TL_USER_FIELD_5	User Field Table 5
TL_USER_FIELD_5	User Field Table 5
TL_USER_FIELD_5	User Field Table 5
TL_VAL_LIST_DTL	TL Group Domain Table
TL_VAL_LIST_DTL	TL Group Domain Table
TL_VAL_LIST_DTL	TL Group Domain Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
TL_WRKGRP_TBL	Workgroup Table
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Address Definition
UNION_TBL	Unions
UNION_TBL	Phone SubRecord
UNION_TBL	Phone SubRecord
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNION_TBL	Unions
UNITS_TBL	Units of Measure
UNITS_TBL	Units of Measure
UNITS_TBL	Units of Measure
US_OCC_TBL	US Occupational Classification
US_OCC_TBL	US Occupational Classification
US_OCC_TBL	US Occupational Classification
US_OCC_TBL	US Occupational Classification
US_OCC_TBL	US Occupational Classification
US_SOC_TBL	US Standard Occupational Codes
US_SOC_TBL	US Standard Occupational Codes
US_SOC_TBL	US Standard Occupational Codes
US_SOC_TBL	US Standard Occupational Codes
US_SOC_TBL	US Standard Occupational Codes
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_POLICY	Vendor Policy Detail
VENDOR_PROV_VW	Vendor Provider View
VENDOR_PROV_VW	Vendor Provider View
VENDOR_PROV_VW	Vendor Provider View
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PERMIT_TBL	Visa Requirements by Country
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
VISA_PMT_DATA	EE/Dependent Visa Data
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABSBAL_HIS_VW	TL Absence Balance History
Z_ABS_HIS_MGR	Absence Bal Hist with Mgr Sec
Z_ABS_HIS_MGR	Absence Bal Hist with Mgr Sec
Z_ABS_HIS_MGR	Absence Bal Hist with Mgr Sec
Z_ABS_HIS_MGR	Absence Bal Hist with Mgr Sec
Z_ABS_HIS_MGR	Absence Bal Hist with Mgr Sec
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACCT_CD_TBL	Accouting Code Table
Z_ACT_ORG_VW	VA Organization View
Z_ACT_ORG_VW	VA Organization View
Z_ACT_ORG_VW	VA Organization View
Z_ADJ_ACTN_VW	Adjudication Setup
Z_ADJ_ACTN_VW	Adjudication Setup
Z_ADJ_ROLE_VW	Adjudication Role Setup
Z_ADJ_ROLE_VW	Adjudication Role Setup
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_OPRDEFN_GSA	GSA Audit History PSOPRDEFN
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_ROLEUSR_GSA	GSA Audit History PS_ROLEUSER
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_A_USRMAIL_GSA	GSA Audit History PS_USEREMAIL
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_OPTN_TBL	OPM FEHB Enrollment code
Z_BEN_SUMKEY_VW	Benefit Summary Header Key Tbl
Z_BEN_SUMKEY_VW	Benefit Summary Header Key Tbl
Z_BEN_SUMKEY_VW	Benefit Summary Header Key Tbl
Z_BEN_SUMKEY_VW	Benefit Summary Header Key Tbl
Z_BEN_SUMKEY_VW	Benefit Summary Header Key Tbl
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BN_RTRELG_TBL	SSC Retirement  Eligibility
Z_BUSUNIT_HR_VW	HR Business Unit Lang Table
Z_BUSUNIT_HR_VW	HR Business Unit Lang Table
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_ACTSRCH_VW	Communications Hub ActivityRcd
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_ADDR	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_EMAIL_SENT	Comm Hub Email/Ltr Sent Data
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CH_QRY_SEL_VW	Comm Hub Query View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_JOB_VW	Current Job View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_CURR_POSN_VW	Current Position View
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_LVL_MV	Flattend Department Tree MV
Z_DEPT_TBL	Custom DEPT_TBL Sibling Table
Z_DEPT_TBL	Custom DEPT_TBL Sibling Table
Z_DEPT_TBL	Custom DEPT_TBL Sibling Table
Z_DEPT_TBL	VA Department Sub-record
Z_DEPT_TBL	VA Department Sub-record
Z_DEPT_TBL	VA Department Sub-record
Z_DEPT_TBL	VA Department Sub-record
Z_DEPT_TBL	VA Department Sub-record
